;pred;obs;;pred;;obs
3263;0,226761818;0,215052721;;124978,9352;;119299,9998
2434;0,23208937;0,216083645;;127562,8089;;119800
851;0,233171865;0,216702199;;128087,821;;120099,9999
2355;0,205963403;0,216908384;;114891,6624;;120200,0001
550;0,361911863;0,217320753;;190526,9774;;120399,9998
1601;0,270039439;0,217320753;;145968,6681;;120399,9998
1903;0,178544566;0,217526938;;101593,4716;;120500
3292;0,269369632;0,217526938;;145643,8103;;120500
389;0,255863249;0,217733123;;139093,1876;;120600,0001
1731;0,241810083;0,217733123;;132277,3741;;120600,0001
941;0,294758379;0,217939307;;157957,4036;;120699,9998
1195;0,399197012;0,217939307;;208610,3493;;120699,9998
2837;0,193049759;0,218145492;;108628,5191;;120799,9999
234;0,318205774;0,218557862;;169329,4367;;121000,0002
1898;0,304839969;0,218557862;;162846,9945;;121000,0002
1368;0,176745832;0,218764046;;100721,082;;121099,9998
279;0,31297493;0,219176416;;166792,4669;;121300,0001
3091;0,339589626;0,219176416;;179700,6476;;121300,0001
1025;0,353202462;0,2193826;;186302,9006;;121399,9998
1277;0,377937555;0,2193826;;198299,4702;;121399,9998
1630;0,19749704;0,2193826;;110785,4594;;121399,9998
3195;0,141976699;0,2193826;;83857,98308;;121399,9998
2492;0,232226819;0,219588785;;127629,4716;;121499,9999
379;0,156805187;0,21979497;;91049,82953;;121600
170;0,205453321;0,220207339;;114644,2718;;121799,9998
582;0,301530629;0,220207339;;161241,9583;;121799,9998
2464;0,253788501;0,220207339;;138086,9306;;121799,9998
2140;0,35758996;0,220413524;;188430,8458;;121900
326;0,174970359;0,221032078;;99859,97387;;122199,9999
832;0,296429753;0,221238263;;158768,0232;;122300
1952;0,222734481;0,221444448;;123025,6688;;122400,0002
3375;0,290344298;0,221444448;;155816,5652;;122400,0002
227;0,402905017;0,221650632;;210408,7391;;122499,9998
272;0,272524267;0,221650632;;147173,8148;;122499,9998
419;0,219773576;0,221650632;;121589,6237;;122499,9998
1324;0,234680861;0,221856817;;128819,6871;;122600
1701;0,307563126;0,222063002;;164167,7313;;122700,0001
1838;0,193144321;0,222063002;;108674,3822;;122700,0001
2155;0,373068243;0,222475371;;195937,8441;;122899,9999
3265;0,290352941;0,222475371;;155820,7569;;122899,9999
699;0,198455513;0,222681556;;111250,3205;;123000
2629;0,252295613;0,222681556;;137362,877;;123000
1145;0,208699986;0,222887741;;116218,9108;;123100,0002
2079;0,21673879;0,222887741;;120117,7468;;123100,0002
2734;0,220329508;0,222887741;;121859,2521;;123100,0002
1211;0,216540933;0,223093925;;120021,7854;;123199,9998
2;0,264082581;0,22330011;;143079,5799;;123300
464;0,170922428;0,223506295;;97896,7196;;123400,0001
2272;0,214120284;0,223506295;;118847,7658;;123400,0001
6;0,231554151;0,22371248;;127303,2261;;123500,0002
1667;0,434385836;0,22371248;;225676,9993;;123500,0002
1939;0,304597408;0,223918664;;162729,3519;;123599,9999
2127;0,232821792;0,223918664;;127918,0349;;123599,9999
3067;0,15420042;0,223918664;;89786,512;;123599,9999
2812;0,32058081;0,224331034;;170481,3342;;123800,0002
1186;0,182964712;0,224743403;;103737,2514;;123999,9999
2103;0,233222768;0,224949588;;128112,5088;;124100,0001
1752;0,216041982;0,225155773;;119779,7934;;124200,0002
3332;0,298768401;0,225774327;;159902,2721;;124500,0001
601;0,269094825;0,226186696;;145510,5282;;124699,9999
480;0,231717527;0,226392881;;127382,464;;124800,0001
592;0,234763503;0,226392881;;128859,7685;;124800,0001
506;0,207651913;0,22680525;;115710,5932;;124999,9999
787;0,221967772;0,22680525;;122653,8132;;124999,9999
1554;0,247858152;0,22680525;;135210,6993;;124999,9999
1967;0,29094094;0,22680525;;156105,938;;124999,9999
2271;0,29588297;0,22680525;;158502,8323;;124999,9999
2465;0,202946395;0,22680525;;113428,4073;;124999,9999
3059;0,229113936;0,22721762;;126119,7174;;125200,0001
1826;0,1970741;0,227629989;;110580,3328;;125399,9999
3354;0,260988563;0,227629989;;141578,9752;;125399,9999
1016;0,298145294;0,227836174;;159600,064;;125500,0001
3382;0,288753361;0,228042359;;155044,9574;;125600,0002
321;0,296236455;0,228248543;;158674,2734;;125699,9999
2815;0,176381513;0,228248543;;100544,3868;;125699,9999
3078;0,384284198;0,228660913;;201377,6047;;125900,0001
1020;0,331844628;0,228867097;;175944,3082;;125999,9998
422;0,152148888;0,229073282;;88791,51474;;126099,9999
1915;0,107839935;0,229485652;;67301,58393;;126300,0002
1558;0,130388603;0,229691836;;78237,73305;;126399,9998
2444;0,173923522;0,229691836;;99352,25613;;126399,9998
2703;0,20893696;0,229691836;;116333,8432;;126399,9998
181;0,355530351;0,229898021;;187431,9315;;126500
2055;0,173716933;0,229898021;;99252,05971;;126500
2899;0,318199337;0,229898021;;169326,3146;;126500
3199;0,312738866;0,229898021;;166677,9753;;126500
1761;0,203425586;0,230104206;;113660,8162;;126600,0001
2682;0,291194975;0,230104206;;156229,1454;;126600,0001
79;0,181639552;0,23072276;;103094,5461;;126900
1316;0,401618719;0,23072276;;209784,882;;126900
1102;0,360451579;0,230928945;;189818,7368;;127000,0002
69;0,248948976;0,231135129;;135739,7515;;127099,9998
1222;0,221356452;0,231135129;;122357,3217;;127099,9998
1606;0,242355064;0,231135129;;132541,6905;;127099,9998
7;0,285398901;0,231341314;;153418,0375;;127200
1888;0,292152166;0,231959868;;156693,385;;127499,9999
998;0,369330198;0,232166053;;194124,8845;;127600
1314;0,271392643;0,232166053;;146624,9749;;127600
703;0,318157256;0,232372238;;169305,9053;;127700,0002
2916;0,327043474;0,232578422;;173615,7388;;127799,9998
15;0,335305899;0,232784607;;177623,0318;;127900
2365;0,219493911;0,232784607;;121453,9857;;127900
2285;0,249845877;0,232990792;;136174,7502;;128000,0001
1237;0,234584853;0,233196977;;128773,1229;;128100,0002
1507;0,306969553;0,233196977;;163879,8473;;128100,0002
3141;0,267446011;0,233196977;;144710,8504;;128100,0002
29;0,211729258;0,2342279;;117688,1137;;128600
1361;0,361002445;0,2342279;;190085,9079;;128600
1709;0,256629914;0,234434085;;139465,0216;;128700,0001
1494;0,234047428;0,23464027;;128512,4706;;128800,0002
2115;0,230700597;0,23464027;;126889,251;;128800,0002
2625;0,213728666;0,234846454;;118657,8306;;128899,9999
1278;0,245544866;0,235052639;;134088,751;;129000
1732;0,314443916;0,235052639;;167504,9282;;129000
1570;0,266090125;0,235258824;;144053,2427;;129100,0002
3361;0,311178625;0,235258824;;165921,2553;;129100,0002
184;0,271395743;0,235465008;;146626,4781;;129199,9998
316;0,187455222;0,235465008;;105915,1576;;129199,9998
1702;0,478746355;0,235465008;;247191,9395;;129199,9998
2350;0,26687941;0,235465008;;144436,0474;;129199,9998
2665;0,318990856;0,235465008;;169710,2033;;129199,9998
3286;0,209000006;0,235465008;;116364,4211;;129199,9998
235;0,304429263;0,235671193;;162647,8014;;129299,9999
811;0,353019148;0,235671193;;186213,9929;;129299,9999
687;0,289207965;0,236083563;;155265,4415;;129500,0002
826;0,344879538;0,236083563;;182266,2656;;129500,0002
1643;0,297249764;0,236289747;;159165,7301;;129599,9999
1079;0,237708017;0,236495932;;130287,8638;;129700
1678;0,215321898;0,236495932;;119430,5514;;129700
2067;0,225389138;0,236495932;;124313,1826;;129700
1723;0,265616596;0,237114486;;143823,5802;;129999,9999
2291;0,266660482;0,237320671;;144329,8669;;130100,0001
1003;0,222717792;0,23773304;;123017,5745;;130299,9999
1871;0,329250067;0,237939225;;174685,9412;;130400
2449;0,178112373;0,23814541;;101383,857;;130500,0001
2681;0,335662335;0,23814541;;177795,9039;;130500,0001
2983;0,265645057;0,238557779;;143837,3839;;130699,9999
595;0,329338729;0,238763964;;174728,9424;;130800,0001
2807;0,332829535;0,239176333;;176421,9901;;130999,9999
2996;0,353692263;0,239176333;;186540,4551;;130999,9999
3001;0,257148564;0,239176333;;139716,5678;;130999,9999
3181;0,351405621;0,239588703;;185431,4288;;131200,0001
245;0,305430114;0,239794887;;163133,2163;;131299,9998
2246;0,265821368;0,239794887;;143922,8949;;131299,9998
3386;0,299011737;0,239794887;;160020,2905;;131299,9998
1123;0,27746582;0,240413442;;149570,4778;;131600,0002
2860;0,239352122;0,240619626;;131085,2578;;131699,9998
3062;0,141004711;0,240619626;;83386,56703;;131699,9998
1465;0,277107567;0,241031996;;149396,724;;131900,0001
2293;0,251054794;0,241031996;;136761,077;;131900,0001
3158;0,25315994;0,241031996;;137782,0773;;131900,0001
859;0,118053503;0,24123818;;72255,18522;;131999,9998
2259;0,242287382;0,24123818;;132508,8651;;131999,9998
2270;0,357330739;0,24123818;;188305,1233;;131999,9998
1652;0,35047999;0,24165055;;184982,4962;;132200,0001
2123;0,225049734;0,24165055;;124148,5711;;132200,0001
459;0,202028602;0,241856735;;112983,2762;;132300,0002
1858;0,321421951;0,242062919;;170889,2891;;132399,9998
3365;0,374955505;0,242269104;;196853,1699;;132500
1724;0,293943644;0,242475289;;157562,255;;132600,0001
1250;0,223940983;0,242681473;;123610,8248;;132699,9998
3051;0,262306422;0,243506212;;142218,1393;;133099,9998
1635;0,317058384;0,243918582;;168772,9506;;133300,0001
2054;0,33264038;0,243918582;;176330,2494;;133300,0001
745;0,305184752;0,244124766;;163014,215;;133399,9998
2738;0,322220474;0,244330951;;171276,5746;;133499,9999
995;0,266399026;0,244537136;;144203,0604;;133600
3054;0,176361844;0,244537136;;100534,847;;133600
717;0,391360402;0,244949505;;204809,5777;;133799,9998
888;0,212751567;0,244949505;;118183,9357;;133799,9998
657;0,225660563;0,24515569;;124444,8241;;133900
1614;0,315673739;0,24515569;;168101,3946;;133900
2158;0,295135379;0,24515569;;158140,249;;133900
3185;0,575276613;0,245774244;;294009,308;;134199,9999
1177;0,214723498;0,246186614;;119140,3258;;134400,0002
3064;0,364190608;0,246186614;;191632,1734;;134400,0002
679;0,299610853;0,246392798;;160310,863;;134499,9998
2207;0,293878317;0,246392798;;157530,5714;;134499,9998
3104;0,230308488;0,246392798;;126699,0773;;134499,9998
529;0,324472815;0,246598983;;172368,9641;;134600
430;0,322429001;0,246805168;;171377,7105;;134700,0001
751;0,355468839;0,246805168;;187402,0981;;134700,0001
3221;0,18765527;0,246805168;;106012,1813;;134700,0001
607;0,226794168;0,247011353;;124994,6252;;134800,0002
161;0,317762136;0,247423722;;169114,2717;;135000
437;0,307293177;0,247423722;;164036,8053;;135000
1248;0,215333104;0,247423722;;119435,9862;;135000
1688;0,237085;0,247423722;;129985,699;;135000
263;0,374386877;0,247629907;;196577,384;;135100,0002
3334;0,301377505;0,247629907;;161167,6927;;135100,0002
205;0,404519051;0,247836091;;211191,5489;;135199,9998
2527;0,263083309;0,247836091;;142594,931;;135199,9998
2937;0,320517182;0,247836091;;170450,4745;;135199,9998
1719;0,307252973;0,248042276;;164017,3066;;135299,9999
1664;0,290902585;0,248454646;;156087,3354;;135500,0002
2310;0,225890964;0,248454646;;124556,5695;;135500,0002
22;0,18992345;0,24866083;;107112,2533;;135599,9999
1142;0,212781429;0,24866083;;118198,4188;;135599,9999
2339;0,192156076;0,24866083;;108195,0814;;135599,9999
2180;0,21479845;0,248867015;;119176,6781;;135700
917;0,197461382;0,2490732;;110768,165;;135800,0001
3039;0,249415368;0,249485569;;135965,9522;;135999,9999
1449;0,229508564;0,249691754;;126311,1125;;136100,0001
1743;0,323162287;0,249691754;;171733,3557;;136100,0001
2526;0,210177004;0,249691754;;116935,2675;;136100,0001
3322;0,277375877;0,249691754;;149526,855;;136100,0001
2556;0,320158154;0,249897939;;170276,3449;;136200,0002
2111;0,285922766;0,250104123;;153672,1132;;136299,9999
447;0,197173119;0,250516493;;110628,3569;;136500,0001
44;0,327970386;0,250928862;;174065,2929;;136699,9999
1212;0,251142383;0,251135047;;136803,5579;;136800,0001
1901;0,187649533;0,251135047;;106009,3989;;136800,0001
2268;0,39569059;0,251135047;;206909,7276;;136800,0001
1929;0,251058012;0,251341232;;136762,6381;;136900,0002
661;0,335383683;0,251547416;;177660,7572;;136999,9999
2263;0,219337836;0,251547416;;121378,2891;;136999,9999
2954;0,238691494;0,251547416;;130764,8519;;136999,9999
3046;0,343335927;0,251547416;;181517,611;;136999,9999
734;0,301431417;0,251753601;;161193,8403;;137100
724;0,479133457;0,251959786;;247379,6849;;137200,0001
2231;0,300027966;0,251959786;;160513,1638;;137200,0001
3314;0,18313165;0,251959786;;103818,2166;;137200,0001
289;0,32004866;0,25257834;;170223,2402;;137500,0001
648;0,317218423;0,25257834;;168850,5695;;137500,0001
821;0,163508952;0,25257834;;94301,16857;;137500,0001
984;0,389596194;0,25257834;;203953,9333;;137500,0001
1015;0,31688875;0,25257834;;168690,6773;;137500,0001
1038;0,425369442;0,25257834;;221304,0299;;137500,0001
1337;0,337678134;0,25257834;;178773,5706;;137500,0001
1376;0,186732695;0,25257834;;105564,7303;;137500,0001
1440;0,497918993;0,25257834;;256490,7076;;137500,0001
1448;0,30517292;0,25257834;;163008,4767;;137500,0001
1536;0,32375446;0,25257834;;172020,5604;;137500,0001
1560;0,207579434;0,25257834;;115675,4406;;137500,0001
1687;0,296499074;0,25257834;;158801,6436;;137500,0001
1711;0,442677081;0,25257834;;229698,2695;;137500,0001
1750;0,267873347;0,25257834;;144918,1089;;137500,0001
1856;0,402990133;0,25257834;;210450,0203;;137500,0001
1865;0,24365826;0,25257834;;133173,7432;;137500,0001
1874;0,28393814;0,25257834;;152709,5656;;137500,0001
2149;0,279934794;0,25257834;;150767,9348;;137500,0001
2269;0,328688413;0,25257834;;174413,5376;;137500,0001
2328;0,404106975;0,25257834;;210991,6909;;137500,0001
2521;0,326495886;0,25257834;;173350,1576;;137500,0001
2788;0,304553479;0,25257834;;162708,0464;;137500,0001
2892;0,333480835;0,25257834;;176737,8719;;137500,0001
2898;0,59449631;0,25257834;;303330,8992;;137500,0001
2965;0,284302622;0,25257834;;152886,3403;;137500,0001
1463;0,264918566;0,252990709;;143485,0342;;137699,9998
356;0,268218368;0,253196894;;145085,4451;;137800
2922;0,310259938;0,253403079;;165475,6906;;137900,0001
189;0,247186363;0,253815448;;134884,8803;;138099,9999
771;0,288496077;0,253815448;;154920,1744;;138099,9999
1148;0,25231424;0,253815448;;137371,9109;;138099,9999
2885;0,180826366;0,254227818;;102700,1491;;138300,0002
1559;0,183101475;0,254434002;;103803,5817;;138399,9998
291;0,236229196;0,254640187;;129570,6326;;138500
1091;0,251204282;0,255258741;;136833,5792;;138799,9999
2020;0,241326615;0,255671111;;132042,891;;139000,0002
10;0,2291466;0,255877295;;126135,5592;;139099,9998
1746;0,107528239;0,25608348;;67150,41121;;139200
1820;0,267841637;0,25608348;;144902,7297;;139200
2134;0,275260895;0,25608348;;148501,0848;;139200
1648;0,317733824;0,256289665;;169100,5402;;139300,0001
2133;0,236345023;0,256289665;;129626,8088;;139300,0001
2516;0,231895745;0,256289665;;127468,9;;139300,0001
2851;0,22133252;0,256289665;;122345,715;;139300,0001
1111;0,277077675;0,256908219;;149382,2265;;139600
449;0,387147009;0,257114404;;202766,0738;;139700,0002
89;0,254292607;0,257320588;;138331,4231;;139799,9998
2301;0,373220384;0,257320588;;196011,6327;;139799,9998
474;0,331119835;0,257526773;;175592,7824;;139900
2675;0,245120138;0,257939143;;133882,7571;;140100,0002
164;0,270580351;0,258145327;;146231,0116;;140199,9999
2535;0,355394006;0,258145327;;187365,8036;;140199,9999
475;0,194347575;0,258351512;;109257,9627;;140300
2039;0,243946776;0,258351512;;133313,6742;;140300
2583;0,467745095;0,258351512;;241856,3068;;140300
2803;0,249926597;0,258351512;;136213,8993;;140300
1504;0,392325699;0,258557697;;205277,7488;;140400,0002
1619;0,460784435;0,258557697;;238480,3727;;140400,0002
2227;0,295034289;0,258557697;;158091,2204;;140400,0002
2255;0,389591545;0,258763881;;203951,6784;;140499,9998
270;0,366364002;0,258970066;;192686,2738;;140600
2062;0,31691581;0,259176251;;168703,8017;;140700,0001
278;0,457088083;0,259382436;;236687,6344;;140800,0002
2498;0,470248967;0,25958862;;243070,6897;;140899,9999
30;0,301989079;0,26000099;;161464,3071;;141100,0002
476;0,280427158;0,26000099;;151006,7324;;141100,0002
2850;0,237903088;0,26000099;;130382,4736;;141100,0002
198;0,257553309;0,260207174;;139912,8701;;141199,9998
1913;0,242294565;0,260413359;;132512,3485;;141299,9999
1966;0,273391634;0,260413359;;147594,4894;;141299,9999
729;0,325839311;0,260619544;;173031,7175;;141400,0001
1683;0,240447089;0,260825729;;131616,3191;;141500,0002
720;0,302287191;0,261031913;;161608,8923;;141599,9999
1163;0,21694009;0,261031913;;120215,3776;;141599,9999
2049;0,287993431;0,261238098;;154676,3901;;141700
514;0,256916463;0,261444283;;139603,9986;;141800,0001
718;0,254007339;0,261650467;;138193,0677;;141899,9998
957;0,373161584;0,261650467;;195983,1146;;141899,9998
2718;0,289616019;0,261650467;;155463,3482;;141899,9998
2289;0,320246696;0,261856652;;170319,2883;;141999,9999
2450;0,348969758;0,261856652;;184250,0304;;141999,9999
1326;0,201130539;0,262269022;;112547,7138;;142200,0002
2014;0,282920122;0,262269022;;152215,8251;;142200,0002
2021;0,351793468;0,262475206;;185619,5356;;142299,9999
2089;0,308346331;0,262475206;;164547,5873;;142299,9999
2741;0,269356459;0,262475206;;145637,4215;;142299,9999
3396;0,355287373;0,262475206;;187314,0865;;142299,9999
144;0,264773071;0,262887576;;143414,4689;;142500,0001
183;0,336690575;0,262887576;;178294,6022;;142500,0001
927;0,129292116;0,262887576;;77705,93464;;142500,0001
1322;0,195686683;0,26309376;;109907,4327;;142599,9998
1565;0,322590888;0,26309376;;171456,2256;;142599,9998
2615;0,313775092;0,26309376;;167180,5473;;142599,9998
3177;0,478184134;0,26309376;;246919,2612;;142599,9998
3363;0,259725064;0,26350613;;140966,1755;;142800,0001
702;0,370701373;0,263712315;;194789,9071;;142900,0002
1351;0,305811495;0,263712315;;163318,1865;;142900,0002
1659;0,29403913;0,263712315;;157608,5662;;142900,0002
1422;0,172394469;0,263918499;;98610,66244;;142999,9999
1516;0,30082351;0,263918499;;160899,0038;;142999,9999
94;0,347623169;0,264124684;;183596,9324;;143100
237;0,202841833;0,264124684;;113377,6948;;143100
708;0,311028332;0,264124684;;165848,3628;;143100
2517;0,167777196;0,264124684;;96371,27541;;143100
670;0,217576414;0,264330869;;120523,9961;;143200,0001
2939;0,258993655;0,264330869;;140611,4409;;143200,0001
169;0,353641897;0,264537053;;186516,0275;;143299,9998
635;0,279371411;0,264537053;;150494,6929;;143299,9998
2394;0,542935729;0,264537053;;278323,9144;;143299,9998
1814;0,281731933;0,264743238;;151639,5511;;143399,9999
2862;0,30300501;0,264743238;;161957,0358;;143399,9999
3390;0,332000166;0,264743238;;176019,7446;;143399,9999
2099;0,428947866;0,264949423;;223039,5729;;143500,0001
3266;0,246460378;0,265361792;;134532,7763;;143699,9998
56;0,219132811;0,265567977;;121278,8515;;143800
255;0,467393607;0,265774162;;241685,8341;;143900,0001
2421;0,329077065;0,265980346;;174602,0347;;143999,9998
243;0,413748473;0,266186531;;215667,8369;;144099,9999
2153;0,328825593;0,266186531;;174480,0703;;144099,9999
1626;0,252046078;0,266392716;;137241,8521;;144200
1796;0,273058325;0,266598901;;147432,8338;;144300,0002
2542;0,295151144;0,266598901;;158147,8953;;144300,0002
3081;0,307446837;0,266805085;;164111,331;;144399,9998
2003;0,285331219;0,26701127;;153385,2121;;144500
2311;0,214423582;0,26701127;;118994,8661;;144500
1323;0,319081098;0,267217455;;169753,9706;;144600,0001
2422;0,201665327;0,267217455;;112807,0869;;144600,0001
2874;0,368802875;0,267423639;;193869,1321;;144699,9998
275;0,300508291;0,267836009;;160746,1219;;144900
3095;0,302732587;0,267836009;;161824,9101;;144900
876;0,354379058;0,268042194;;186873,5518;;145000,0002
2938;0,245132565;0,268042194;;133888,7845;;145000,0002
633;0,213274673;0,268454563;;118437,6428;;145200
3220;0,358219624;0,268454563;;188736,2339;;145200
2752;0,237826332;0,268660748;;130345,2469;;145300,0001
178;0,286530942;0,269073117;;153967,0798;;145499,9999
1455;0,286597937;0,269073117;;153999,5728;;145499,9999
1325;0,220272735;0,269279302;;121831,7169;;145600
213;0,4109734;0,269485487;;214321,9209;;145700,0002
1995;0,145578504;0,269485487;;85604,86541;;145700,0002
2783;0,283677906;0,269691671;;152583,3517;;145799,9998
568;0,317703098;0,269897856;;169085,638;;145900
345;0,217243522;0,270310226;;120362,5429;;146100,0002
3134;0,30199641;0,270310226;;161467,8628;;146100,0002
744;0,305226833;0,27051641;;163034,6243;;146199,9999
1889;0,326001704;0,27051641;;173110,4783;;146199,9999
2910;0,373419613;0,27051641;;196108,259;;146199,9999
450;0,672038853;0,270722595;;340939,1879;;146300
494;0,215892538;0,270722595;;119707,3129;;146300
1153;0,296742618;0,270722595;;158919,7633;;146300
1491;0,211308643;0,27092878;;117484,1146;;146400,0002
2888;0,234638885;0,27092878;;128799,3283;;146400,0002
36;0,330392301;0,271134964;;175239,9268;;146499,9998
472;0,389835596;0,271134964;;204070,0438;;146499,9998
1299;0,232919857;0,271134964;;127965,5964;;146499,9998
791;0,298367292;0,271341149;;159707,7332;;146599,9999
1077;0,302265465;0,271341149;;161598,3552;;146599,9999
2923;0,340821922;0,271341149;;180298,3137;;146599,9999
2846;0,249031723;0,271753519;;135779,8835;;146800,0002
252;0,375393927;0,271959703;;197065,8054;;146899,9999
3056;0,251117438;0,272165888;;136791,4597;;147000
2338;0,336111188;0,272372073;;178013,5984;;147100,0001
2929;0,246064901;0,272372073;;134340,9693;;147100,0001
3144;0,334724486;0,272578257;;177341,0451;;147199,9998
456;0,254609764;0,272784442;;138485,2446;;147299,9999
485;0,321377546;0,272990627;;170867,7524;;147400,0001
3368;0,342052817;0,272990627;;180895,3005;;147400,0001
153;0,321231246;0,273196812;;170796,7968;;147500,0002
1397;0,199446082;0,273196812;;111730,7487;;147500,0002
280;0,350690186;0,273402996;;185084,4416;;147599,9999
1675;0,240242854;0,273815366;;131517,2646;;147800,0001
2876;0,352389902;0,27443392;;185908,8072;;148100,0001
668;0,288249463;0,274640105;;154800,566;;148200,0002
1832;0,25946641;0,275052474;;140840,7276;;148400
2212;0,279383123;0,275258659;;150500,3734;;148500,0001
3196;0,283048779;0,275258659;;152278,2238;;148500,0001
1178;0,360144049;0,275464843;;189669,584;;148599,9998
1580;0,266043574;0,275671028;;144030,6653;;148699,9999
139;0,365968257;0,275877213;;192494,3367;;148800,0001
770;0,225607917;0,275877213;;124419,2908;;148800,0001
1477;0,280479699;0,275877213;;151032,2152;;148800,0001
1984;0,375815183;0,276083398;;197270,1153;;148900,0002
2578;0,405827314;0,276083398;;211826,0588;;148900,0002
2882;0,207620934;0,276289582;;115695,5681;;148999,9998
1159;0,343554735;0,276701952;;181623,7337;;149200,0001
1588;0,213910699;0,276908136;;118746,1168;;149299,9998
753;0,281587124;0,277114321;;151569,3183;;149399,9999
353;0,365081668;0,277732875;;192064,3391;;149699,9998
1564;0,391410261;0,278145245;;204833,7596;;149900,0001
121;0,272243589;0,278351429;;147037,6852;;149999,9998
151;0,183119178;0,278351429;;103812,1675;;149999,9998
259;0,2740345;0,278351429;;147906,2806;;149999,9998
322;0,257710427;0,278351429;;139989,0725;;149999,9998
871;0,325520009;0,278351429;;172876,8553;;149999,9998
1562;0,295345038;0,278351429;;158241,9342;;149999,9998
1738;0,278711617;0,278351429;;150174,6917;;149999,9998
1943;0,249913722;0,278351429;;136207,6551;;149999,9998
2045;0,267415911;0,278351429;;144696,2516;;149999,9998
2147;0,235391483;0,278351429;;129164,3399;;149999,9998
2359;0,414371908;0,278351429;;215970,204;;149999,9998
2697;0,177680135;0,278351429;;101174,2207;;149999,9998
2793;0,666680992;0,278351429;;338340,6143;;149999,9998
2838;0,204958394;0,278351429;;114404,2311;;149999,9998
3201;0,269460082;0,278351429;;145687,6787;;149999,9998
463;0,369982839;0,278763799;;194441,4167;;150200
3360;0,373833388;0,278969984;;196308,9409;;150300,0002
1189;0,31956321;0,279176168;;169987,796;;150399,9998
1679;0,270019442;0,279176168;;145958,9693;;150399,9998
916;0,307889819;0,279588538;;164326,1781;;150600,0001
2195;0,301873982;0,280000907;;161408,485;;150799,9999
3115;0,322479188;0,280000907;;171402,0514;;150799,9999
3210;0,450683415;0,280000907;;233581,3576;;150799,9999
536;0,401064426;0,280207092;;209516,0486;;150900
2844;0,306831509;0,280207092;;163812,8955;;150900
2610;0,265171945;0,280619461;;143607,9237;;151099,9998
2121;0,282863438;0,281650385;;152188,3332;;151600
3011;0,51085645;0,281650385;;262765,3998;;151600
357;0,399797678;0,28185657;;208901,6734;;151700,0002
355;0,402397841;0,282268939;;210162,7578;;151900
2802;0,210794225;0,282268939;;117234,6209;;151900
3230;0,277199954;0,282268939;;149441,532;;151900
352;0,229369804;0,282475124;;126243,8138;;152000,0001
1095;0,467390865;0,282681309;;241684,5043;;152100,0002
274;0,349943399;0,283299863;;184722,2486;;152400,0002
2593;0,283177614;0,283299863;;152340,7092;;152400,0002
349;0,380073696;0,283506047;;199335,5029;;152499,9998
2950;0,183931783;0,283506047;;104206,2825;;152499,9998
956;0,472186565;0,284124602;;244010,4286;;152800,0002
1075;0,256515741;0,284124602;;139409,6476;;152800,0002
1784;0,212303236;0,284124602;;117966,4941;;152800,0002
2537;0,297474116;0,284124602;;159274,5413;;152800,0002
2731;0,244388551;0,284536971;;133527,9358;;153000
3285;0,304271579;0,284536971;;162571,3243;;153000
100;0,355052382;0,284743156;;187200,1153;;153100,0001
1561;0,277560741;0,284743156;;149616,5144;;153100,0001
2043;0,204795346;0,284743156;;114325,1522;;153100,0001
19;0,377307057;0,285155525;;197993,6774;;153299,9999
2371;0,262025088;0,285155525;;142081,6918;;153299,9999
1824;0,297229648;0,28536171;;159155,9736;;153400,0001
1968;0,330833495;0,28536171;;175453,9066;;153400,0001
3068;0,27082029;0,28536171;;146347,3822;;153400,0001
2108;0,245300695;0,285567895;;133970,3278;;153500,0002
3005;0,214163139;0,285774079;;118868,551;;153599,9999
490;0,287493676;0,286186449;;154434,0078;;153800,0001
2572;0,370423406;0,286186449;;194655,0929;;153800,0001
1497;0,368909001;0,286805003;;193920,6035;;154100,0001
746;0,42467469;0,287011188;;220967,0739;;154200,0002
891;0,217958659;0,287011188;;120709,3855;;154200,0002
2787;0,307979822;0,287011188;;164369,8297;;154200,0002
1069;0,342332631;0,287217372;;181031,0109;;154299,9999
2462;0,37030378;0,287423557;;194597,0738;;154400
906;0,334686697;0,287629742;;177322,7172;;154500,0001
1720;0,310243994;0,287835926;;165467,9576;;154599,9998
2936;0,314235359;0,288042111;;167403,7778;;154699,9999
3182;0,301020026;0,288042111;;160994,3148;;154699,9999
1923;0,289920717;0,288248296;;155611,1278;;154800,0001
2510;0,296939582;0,288454481;;159015,291;;154900,0002
1502;0,126957327;0,288660665;;76573,55757;;154999,9998
2106;0,170180753;0,288660665;;97537,00551;;154999,9998
2456;0,22153081;0,288660665;;122441,8859;;154999,9998
731;0,381666899;0,289279219;;200108,2092;;155299,9998
1008;0,280688465;0,289279219;;151133,4667;;155299,9998
705;0,342921406;0,289485404;;181316,5678;;155399,9999
675;0,307311416;0,289691589;;164045,6512;;155500
1986;0,372036546;0,289691589;;195437,4691;;155500
2144;0,364674479;0,289691589;;191866,8516;;155500
2694;0,492793709;0,289691589;;254004,9345;;155500
374;0,305471897;0,289897774;;163153,481;;155600,0002
2973;0,377403408;0,289897774;;198040,4078;;155600,0002
86;0,2250949;0,290103958;;124170,4765;;155699,9998
2361;0,283127189;0,290516328;;152316,2528;;155900,0001
1453;0,741843879;0,290722512;;374794,7651;;155999,9998
1859;0,379693359;0,290722512;;199151,0386;;155999,9998
1470;0,333408028;0,290928697;;176702,5603;;156099,9999
413;0,18449086;0,291341067;;104477,4358;;156300,0002
